ax,ay,az,gx,gy,gz
-0.240,-0.074,1.030,-21.240,2.625,59.937
-0.237,-0.068,1.021,-21.118,2.319,60.364
-0.234,-0.075,1.026,-21.118,2.808,61.279
-0.231,-0.087,1.035,-21.362,3.235,62.500
-0.228,-0.090,1.041,-21.790,2.991,63.354
-0.223,-0.088,1.055,-21.790,2.625,64.087
-0.219,-0.099,1.076,-21.484,2.136,64.880
-0.216,-0.113,1.084,-21.362,1.465,65.613
-0.212,-0.122,1.073,-21.667,0.061,66.162
-0.219,-0.135,1.049,-21.362,-1.465,66.406
-0.223,-0.129,1.036,-21.362,-2.014,66.406
-0.227,-0.133,1.048,-24.536,-1.648,66.772
-0.222,-0.141,1.058,-24.048,-1.587,67.139
-0.218,-0.150,1.078,-23.804,-1.526,67.078
-0.220,-0.147,1.085,-23.987,-1.770,66.833
-0.228,-0.143,1.079,-24.231,-2.319,66.772
-0.217,-0.157,1.083,-24.170,-2.808,66.711
-0.228,-0.166,1.078,-24.231,-3.845,66.162
-0.239,-0.158,1.073,-23.132,-4.578,65.979
-0.234,-0.130,1.084,-22.278,-4.333,65.491
-0.223,-0.163,1.094,-23.499,-4.761,66.650
-0.236,-0.185,1.116,-23.926,-5.554,66.895
-0.231,-0.220,1.104,-22.827,-6.897,66.284
-0.233,-0.231,1.091,-24.414,-7.996,65.552
-0.251,-0.206,1.082,-25.818,-8.850,63.965
-0.250,-0.209,1.075,-25.208,-9.277,63.110
-0.248,-0.225,1.088,-25.085,-9.155,62.378
-0.243,-0.244,1.096,-25.757,-9.644,61.768
-0.238,-0.245,1.104,-26.550,-10.254,60.730
-0.233,-0.251,1.117,-26.611,-11.230,59.326
-0.228,-0.257,1.130,-26.489,-12.817,57.922
-0.228,-0.268,1.119,-26.306,-14.832,56.458
-0.228,-0.281,1.089,-26.611,-17.395,54.932
-0.236,-0.283,1.048,-26.550,-19.714,53.345
-0.246,-0.270,1.009,-26.611,-21.301,51.453
-0.248,-0.260,0.986,-26.550,-21.545,49.988
-0.250,-0.273,0.972,-26.184,-21.301,49.133
-0.248,-0.300,0.954,-25.879,-21.240,48.340
-0.252,-0.294,0.953,-25.452,-20.813,46.753
-0.253,-0.314,0.939,-24.475,-20.386,44.739
-0.274,-0.356,0.906,-23.376,-20.325,43.274
-0.283,-0.345,0.896,-25.879,-19.714,41.321
-0.292,-0.345,0.892,-26.794,-18.860,39.368
-0.303,-0.360,0.882,-24.414,-18.250,37.415
-0.314,-0.356,0.865,-23.132,-17.517,34.729
-0.328,-0.354,0.856,-23.987,-16.785,32.776
-0.338,-0.347,0.852,-24.658,-15.747,31.128
-0.349,-0.336,0.847,-24.536,-14.465,29.053
-0.364,-0.328,0.850,-23.132,-13.306,27.161
-0.375,-0.338,0.867,-21.301,-11.780,25.574
-0.378,-0.364,0.898,-19.958,-10.193,23.987
-0.375,-0.384,0.927,-19.226,-8.911,21.912
-0.376,-0.383,0.944,-18.616,-8.911,18.921
-0.384,-0.373,0.948,-17.944,-9.583,15.442
-0.387,-0.362,0.951,-16.235,-10.132,12.756
-0.388,-0.360,0.949,-14.893,-10.376,10.132
-0.384,-0.355,0.945,-13.611,-10.681,7.812
-0.387,-0.340,0.946,-11.841,-11.292,5.432
-0.394,-0.349,0.941,-9.766,-11.658,3.113
-0.390,-0.379,0.932,-7.751,-12.085,0.793
-0.387,-0.399,0.923,-6.287,-12.268,-1.404
-0.386,-0.385,0.913,-5.554,-12.695,-4.456
-0.377,-0.380,0.897,-3.235,-12.878,-7.996
-0.382,-0.380,0.881,-1.038,-12.756,-10.986
-0.374,-0.374,0.883,-1.953,-12.024,-13.611
-0.368,-0.382,0.893,-0.671,-11.292,-15.930
-0.352,-0.395,0.910,1.953,-10.559,-18.921
-0.342,-0.410,0.918,3.052,-10.437,-21.973
-0.336,-0.405,0.918,3.418,-10.864,-25.146
-0.333,-0.374,0.907,3.784,-11.719,-28.625
-0.339,-0.352,0.898,4.761,-12.146,-31.494
-0.344,-0.351,0.882,6.409,-12.512,-33.813
-0.342,-0.349,0.860,7.935,-12.939,-36.499
-0.344,-0.333,0.840,9.033,-13.367,-38.940
-0.345,-0.313,0.820,10.132,-13.184,-41.260
-0.351,-0.310,0.795,11.414,-12.695,-43.335
-0.349,-0.313,0.774,12.817,-11.780,-45.166
-0.346,-0.314,0.758,14.099,-10.742,-47.058
-0.340,-0.312,0.751,15.137,-9.338,-49.072
-0.337,-0.303,0.741,16.907,-7.874,-51.270
-0.336,-0.287,0.726,19.043,-6.348,-53.650
-0.336,-0.265,0.716,21.362,-4.395,-55.542
-0.334,-0.253,0.721,24.170,-2.197,-56.702
-0.324,-0.251,0.741,27.283,0.244,-57.739
-0.323,-0.257,0.767,30.334,3.235,-59.021
-0.314,-0.256,0.785,33.203,5.310,-60.425
-0.304,-0.246,0.792,35.461,6.958,-61.951
-0.302,-0.217,0.790,37.170,7.935,-63.477
-0.306,-0.184,0.783,38.879,9.277,-64.575
-0.303,-0.164,0.781,40.894,11.047,-64.819
-0.298,-0.144,0.788,42.847,13.367,-64.392
-0.294,-0.148,0.807,44.373,15.869,-63.599
-0.284,-0.167,0.819,46.082,18.250,-62.439
-0.285,-0.182,0.832,46.753,20.630,-61.951
-0.278,-0.161,0.845,46.570,22.766,-62.073
-0.287,-0.170,0.839,46.753,24.841,-62.073
-0.293,-0.199,0.845,46.570,27.039,-61.951
-0.273,-0.217,0.879,46.875,29.846,-62.500
-0.266,-0.219,0.955,47.241,32.410,-64.026
-0.250,-0.237,1.011,48.157,33.569,-65.247
-0.243,-0.251,1.048,49.072,32.837,-67.200
-0.232,-0.254,1.075,49.377,30.823,-69.580
-0.222,-0.231,1.086,49.622,28.320,-72.449
-0.227,-0.188,1.082,50.110,25.635,-75.317
-0.237,-0.155,1.055,52.124,23.315,-76.904
-0.241,-0.116,1.034,52.246,22.156,-77.454
-0.253,-0.104,1.022,52.124,21.790,-77.026
-0.253,-0.103,1.034,52.734,22.400,-76.294
-0.242,-0.104,1.064,53.772,23.621,-75.500
-0.233,-0.116,1.099,54.016,24.353,-74.951
-0.222,-0.119,1.119,53.223,23.743,-74.585
-0.226,-0.110,1.125,51.392,22.278,-74.707
-0.233,-0.098,1.110,49.805,20.203,-74.707
-0.241,-0.098,1.089,48.889,18.677,-74.463
-0.242,-0.089,1.081,48.035,17.822,-74.341
-0.249,-0.085,1.082,47.485,17.639,-73.914
-0.249,-0.084,1.082,46.265,17.212,-73.364
-0.249,-0.083,1.076,45.044,16.479,-72.693
-0.247,-0.086,1.067,43.823,15.686,-71.960
-0.242,-0.088,1.066,42.908,14.954,-70.984
-0.246,-0.099,1.061,41.992,14.160,-70.313
-0.241,-0.121,1.051,40.588,13.428,-69.763
-0.238,-0.125,1.034,38.513,12.695,-69.458
-0.240,-0.109,1.025,36.560,11.902,-69.824
-0.247,-0.088,1.014,35.034,11.475,-69.946
-0.250,-0.066,1.001,34.058,10.986,-69.519
-0.257,-0.041,0.982,32.959,10.742,-68.542
-0.269,-0.020,0.963,31.067,10.681,-66.956
-0.278,-0.012,0.957,30.396,11.292,-64.758
-0.280,-0.008,0.966,30.090,12.451,-62.683
-0.282,-0.017,0.980,29.541,13.428,-60.608
-0.285,-0.030,0.992,28.870,13.977,-58.716
-0.286,-0.034,1.000,27.771,13.733,-57.190
-0.294,-0.031,0.999,26.062,13.123,-55.908
-0.297,-0.029,1.000,24.841,12.756,-54.626
-0.296,-0.017,1.002,23.376,11.963,-53.162
-0.298,0.000,1.002,21.545,11.108,-51.880
-0.307,0.016,0.997,19.653,9.705,-50.171
-0.321,0.014,0.967,17.761,8.301,-47.852
-0.323,0.013,0.932,14.954,7.324,-45.288
-0.330,-0.001,0.902,12.451,6.836,-42.664
-0.338,-0.023,0.875,11.536,7.019,-40.649
-0.341,-0.051,0.855,10.315,7.751,-39.246
-0.343,-0.059,0.846,9.094,8.972,-38.147
-0.344,-0.054,0.847,7.690,10.376,-37.170
-0.346,-0.046,0.870,6.409,11.841,-35.950
-0.338,-0.045,0.891,6.104,12.939,-34.668
-0.333,-0.052,0.914,5.554,13.550,-33.325
-0.332,-0.054,0.932,3.784,13.306,-31.860
-0.344,-0.057,0.949,1.892,12.390,-30.640
-0.337,-0.067,0.951,0.671,11.108,-29.663
-0.352,-0.031,0.942,-1.343,8.789,-29.297
-0.359,0.003,0.930,-3.662,6.348,-28.198
-0.369,0.011,0.920,-4.272,5.066,-25.879
-0.374,0.016,0.925,-5.737,4.578,-23.071
-0.381,0.008,0.928,-6.042,3.784,-20.752
-0.375,0.005,0.933,-5.188,2.869,-18.494
-0.373,0.001,0.946,-4.761,2.441,-16.602
-0.375,0.004,0.970,-4.089,2.075,-14.404
-0.379,-0.003,0.978,-2.563,1.648,-12.207
-0.383,0.001,0.971,-1.404,0.977,-9.827
-0.393,0.002,0.950,-0.305,0.916,-7.568
-0.388,-0.000,0.934,0.610,1.892,-5.005
-0.371,-0.002,0.933,1.648,4.211,-2.869
-0.353,-0.006,0.937,2.075,6.897,-0.671
-0.335,-0.053,0.968,2.014,9.583,1.282
-0.310,-0.141,0.974,2.197,12.634,3.235
-0.300,-0.172,1.032,3.540,16.907,3.235
-0.292,-0.225,1.091,2.869,20.447,1.709
-0.269,-0.251,1.165,-0.793,22.278,0.122
-0.259,-0.227,1.241,-2.625,22.949,-2.747
-0.251,-0.214,1.287,-3.357,21.118,-5.432
-0.251,-0.229,1.269,-5.310,17.334,-7.812
-0.269,-0.194,1.214,-7.874,12.939,-10.559
-0.293,-0.100,1.154,-8.850,9.338,-13.611
-0.312,0.006,1.111,-7.568,7.935,-14.954
-0.319,0.064,1.097,-2.380,8.118,-14.343
-0.314,0.079,1.109,2.869,8.972,-11.719
-0.292,0.074,1.158,0.305,9.094,-7.446
-0.283,0.085,1.218,0.244,8.423,-3.479
-0.233,0.054,1.262,3.906,6.104,-0.061
-0.203,-0.001,1.296,4.883,1.892,3.357
-0.183,-0.067,1.254,5.005,-3.906,5.554
-0.180,-0.152,1.150,6.287,-10.925,6.348
-0.194,-0.199,1.040,6.042,-16.907,5.432
-0.208,-0.241,0.962,5.554,-19.714,3.479
-0.208,-0.282,0.924,7.141,-19.653,0.854
-0.199,-0.320,0.914,7.751,-18.616,-2.136
-0.191,-0.340,0.913,7.446,-17.822,-5.798
-0.196,-0.339,0.898,6.470,-17.883,-10.254
-0.204,-0.307,0.873,4.883,-17.944,-14.954
-0.218,-0.256,0.851,3.662,-17.151,-19.287
-0.230,-0.200,0.841,2.563,-15.442,-22.888
-0.241,-0.168,0.848,1.099,-13.000,-24.963
-0.245,-0.137,0.863,0.061,-10.742,-26.733
-0.251,-0.098,0.887,-0.793,-8.667,-28.564
-0.257,-0.050,0.922,-1.465,-7.141,-29.968
-0.263,-0.010,0.961,-2.197,-5.920,-30.640
-0.267,0.022,0.989,-2.686,-5.920,-30.640
-0.272,0.039,0.993,-2.991,-6.836,-30.396
-0.288,0.064,0.968,-3.113,-8.484,-29.785
-0.310,0.084,0.930,-3.052,-10.010,-29.480
-0.323,0.094,0.892,-1.465,-10.376,-28.564
-0.340,0.076,0.865,1.099,-9.583,-27.466
-0.345,0.042,0.852,4.028,-8.362,-26.550
-0.349,0.008,0.853,6.958,-6.714,-25.757
-0.342,-0.023,0.866,9.033,-4.944,-25.757
-0.336,-0.035,0.883,10.437,-3.540,-26.245
-0.330,-0.039,0.902,11.963,-2.930,-26.794
-0.316,-0.040,0.915,13.977,-2.747,-27.527
-0.309,-0.035,0.922,14.771,-3.113,-28.015
-0.308,-0.032,0.918,14.893,-3.845,-28.259
-0.303,-0.039,0.917,15.442,-4.333,-28.198
-0.300,-0.048,0.922,16.541,-4.578,-28.137
-0.296,-0.070,0.922,17.029,-4.883,-27.832
-0.297,-0.095,0.911,17.029,-5.066,-28.198
-0.298,-0.104,0.897,16.296,-5.432,-28.809
-0.300,-0.091,0.883,15.381,-5.554,-29.724
-0.307,-0.086,0.863,14.832,-4.883,-30.212
-0.309,-0.090,0.854,14.282,-4.028,-30.273
-0.309,-0.100,0.856,13.916,-2.869,-30.396
-0.303,-0.097,0.870,13.672,-2.136,-30.945
-0.304,-0.095,0.880,13.062,-1.892,-31.372
-0.312,-0.087,0.884,12.634,-1.831,-32.104
-0.320,-0.086,0.871,12.146,-1.953,-32.715
-0.323,-0.055,0.846,11.963,-2.136,-33.386
-0.338,-0.017,0.821,12.207,-2.014,-33.752
-0.355,-0.006,0.806,13.672,-0.977,-33.386
-0.369,-0.016,0.804,15.564,0.977,-32.715
-0.370,-0.030,0.810,16.479,3.418,-32.043
-0.368,-0.033,0.829,17.029,5.859,-31.921
-0.369,-0.028,0.865,17.578,8.301,-31.921
-0.366,-0.025,0.908,19.226,10.010,-31.982
-0.362,-0.029,0.942,20.020,11.047,-31.921
-0.365,-0.025,0.956,19.470,10.498,-32.104
-0.369,-0.014,0.951,19.043,9.033,-32.104
-0.376,0.005,0.935,18.738,7.568,-32.227
-0.392,0.009,0.907,19.165,6.348,-31.799
-0.402,-0.004,0.878,19.287,5.615,-31.006
-0.410,-0.015,0.855,18.982,5.554,-30.334
-0.408,-0.022,0.841,18.738,6.531,-30.029
-0.414,-0.024,0.842,18.738,7.935,-30.029
-0.416,-0.025,0.854,19.165,9.338,-29.663
-0.406,-0.018,0.852,19.165,10.437,-29.419
-0.423,-0.028,0.877,18.799,11.230,-28.687
-0.412,-0.032,0.877,18.982,11.597,-28.748
-0.414,-0.019,0.897,20.081,11.902,-28.748
-0.415,-0.021,0.924,20.935,12.268,-28.503
-0.408,-0.049,0.941,20.935,11.780,-27.954
-0.402,-0.073,0.946,19.897,10.864,-27.771
-0.403,-0.070,0.931,18.188,9.155,-28.076
-0.408,-0.042,0.902,17.273,7.446,-29.053
-0.426,-0.016,0.874,17.273,6.348,-29.541
-0.437,-0.020,0.854,17.822,6.592,-28.748
-0.436,-0.046,0.851,18.188,7.568,-27.588
-0.428,-0.072,0.869,18.066,9.094,-27.100
-0.415,-0.077,0.892,18.005,10.315,-27.466
-0.412,-0.065,0.924,17.639,11.108,-28.503
-0.412,-0.047,0.948,16.846,11.108,-28.992
-0.408,-0.025,0.959,16.296,10.132,-29.053
-0.409,0.003,0.951,15.503,8.301,-28.748
-0.424,0.010,0.928,15.503,6.531,-27.893
-0.439,-0.007,0.909,16.174,5.188,-26.672
-0.456,-0.040,0.879,17.151,4.883,-25.757
-0.456,-0.054,0.883,17.151,5.493,-25.208
-0.444,-0.057,0.888,17.456,6.165,-25.391
-0.444,-0.045,0.906,17.944,6.714,-26.001
-0.434,-0.029,0.920,18.372,6.775,-25.940
-0.432,-0.016,0.934,18.311,6.531,-25.330
-0.430,-0.019,0.929,18.005,5.615,-24.536
-0.420,-0.015,0.919,18.005,4.395,-23.560
-0.426,-0.026,0.895,18.311,3.296,-22.705
-0.436,-0.060,0.872,18.372,2.991,-22.034
-0.426,-0.064,0.845,18.066,3.357,-22.156
-0.462,-0.027,0.840,16.174,3.479,-23.010
-0.469,-0.008,0.826,16.174,4.211,-23.132
-0.490,0.020,0.854,16.724,6.348,-22.949
-0.492,0.053,0.893,17.090,8.545,-22.278
-0.484,0.035,0.987,19.287,11.536,-20.203
-0.452,-0.016,1.084,21.484,14.221,-17.944
-0.440,-0.056,1.147,23.254,14.404,-17.029
-0.422,-0.063,1.168,24.597,12.573,-17.517
-0.412,-0.047,1.161,26.184,10.681,-18.188
-0.401,-0.020,1.134,27.222,9.644,-18.433
-0.380,0.028,1.104,24.780,9.460,-17.578
-0.357,0.057,1.090,21.240,9.766,-14.526
-0.329,-0.016,1.081,19.348,11.169,-10.010
-0.306,-0.099,1.093,18.738,13.306,-6.958
-0.307,-0.221,1.137,19.287,15.198,-6.287
-0.270,-0.339,1.182,19.409,16.968,-7.874
-0.277,-0.357,1.219,15.076,16.724,-12.390
-0.313,-0.306,1.190,10.742,13.062,-18.127
-0.355,-0.236,1.103,10.071,7.812,-23.315
-0.390,-0.162,0.995,9.888,4.150,-26.367
-0.416,-0.110,0.894,8.972,3.052,-26.978
-0.429,-0.094,0.835,9.827,4.517,-25.940
-0.419,-0.110,0.845,11.658,8.789,-24.048
-0.365,-0.160,0.922,14.343,13.794,-21.912
-0.317,-0.233,1.036,16.052,17.151,-20.386
-0.268,-0.317,1.135,15.442,17.151,-20.325
-0.221,-0.369,1.194,14.038,13.672,-22.400
-0.191,-0.361,1.207,11.902,8.362,-25.879
-0.180,-0.313,1.168,9.949,2.563,-29.480
-0.185,-0.249,1.101,9.460,-2.625,-31.982
-0.196,-0.204,1.028,10.498,-6.104,-33.081
-0.193,-0.176,0.979,11.902,-7.690,-32.593
-0.193,-0.185,0.938,13.245,-7.874,-31.555
-0.193,-0.196,0.900,14.160,-7.690,-30.701
-0.194,-0.192,0.860,15.137,-6.836,-30.396
-0.205,-0.180,0.833,16.418,-4.700,-30.212
-0.212,-0.181,0.825,17.883,-2.441,-29.785
-0.211,-0.199,0.841,19.348,-0.244,-29.236
-0.208,-0.218,0.864,19.958,2.014,-28.809
-0.201,-0.233,0.888,20.081,3.174,-28.809
-0.209,-0.244,0.899,20.081,3.662,-29.114
-0.214,-0.256,0.901,20.142,3.845,-29.785
-0.216,-0.263,0.906,20.691,3.967,-30.518
-0.220,-0.260,0.920,20.630,4.395,-31.433
-0.223,-0.253,0.934,20.996,4.761,-31.982
-0.234,-0.251,0.946,22.034,4.700,-32.410
-0.245,-0.248,0.947,22.339,4.395,-32.593
-0.254,-0.256,0.945,22.583,3.906,-32.593
-0.260,-0.266,0.946,22.705,3.357,-32.776
-0.268,-0.273,0.937,23.010,2.930,-33.386
-0.277,-0.282,0.922,23.132,2.258,-34.119
-0.281,-0.278,0.908,22.949,1.831,-35.156
-0.283,-0.278,0.896,22.034,1.282,-36.316
-0.279,-0.270,0.886,22.095,0.732,-37.292
-0.282,-0.246,0.874,22.461,0.061,-38.574
-0.285,-0.243,0.853,22.766,-0.549,-38.940
-0.286,-0.248,0.837,22.766,-0.549,-39.307
-0.286,-0.250,0.823,22.949,0.000,-39.795
-0.278,-0.236,0.822,23.132,1.221,-40.710
-0.275,-0.205,0.842,23.682,2.869,-41.138
-0.271,-0.193,0.863,24.597,4.456,-40.710
-0.268,-0.209,0.886,24.780,5.798,-39.673
-0.262,-0.235,0.894,24.536,6.592,-39.124
-0.266,-0.253,0.882,24.109,6.958,-39.246
-0.265,-0.231,0.873,23.254,7.141,-39.734
-0.285,-0.194,0.878,22.827,7.935,-40.283
-0.298,-0.193,0.882,23.071,8.850,-39.612
-0.298,-0.219,0.884,23.254,10.010,-38.330
-0.301,-0.247,0.884,22.827,10.559,-37.781
-0.304,-0.245,0.876,21.606,11.353,-37.964
-0.317,-0.231,0.880,21.179,12.329,-38.696
-0.318,-0.223,0.894,21.362,13.672,-38.879
-0.326,-0.228,0.910,21.423,14.832,-38.757
-0.325,-0.244,0.916,20.935,15.015,-38.513
-0.327,-0.250,0.911,19.470,14.648,-38.635
-0.332,-0.225,0.893,17.883,14.404,-39.246
-0.340,-0.202,0.885,17.517,14.343,-39.185
-0.341,-0.191,0.893,18.066,15.015,-38.452
-0.345,-0.215,0.907,18.799,15.686,-37.842
-0.334,-0.249,0.928,18.372,15.869,-37.170
-0.331,-0.278,0.941,17.456,15.625,-37.415
-0.325,-0.265,0.930,15.503,14.709,-38.818
-0.326,-0.208,0.918,13.733,13.367,-40.283
-0.342,-0.154,0.915,13.062,12.512,-40.649
-0.345,-0.137,0.913,13.550,12.390,-39.551
-0.343,-0.159,0.914,13.672,12.512,-37.842
-0.345,-0.187,0.906,12.878,12.268,-36.560
-0.341,-0.177,0.898,11.597,12.085,-36.377
-0.338,-0.129,0.903,10.498,12.329,-36.499
-0.345,-0.081,0.926,10.193,13.184,-36.011
-0.353,-0.071,0.947,11.108,13.550,-34.485
-0.351,-0.086,0.958,10.803,12.817,-32.166
-0.358,-0.111,0.955,8.789,11.719,-30.212
-0.365,-0.123,0.947,7.507,10.376,-29.236
-0.371,-0.107,0.942,5.859,9.583,-28.931
-0.388,-0.087,0.940,4.211,8.484,-28.748
-0.408,-0.076,0.930,4.761,6.897,-27.710
-0.407,-0.094,0.901,4.944,5.554,-26.489
-0.429,-0.077,0.869,3.174,4.700,-25.452
-0.444,-0.079,0.839,0.793,4.822,-23.865
-0.450,-0.086,0.841,1.709,6.348,-22.278
-0.449,-0.100,0.869,3.113,8.667,-20.874
-0.435,-0.116,0.917,3.052,10.498,-19.592
-0.422,-0.113,0.975,3.113,10.559,-18.738
-0.415,-0.116,1.008,2.747,9.155,-17.761
-0.407,-0.134,1.013,2.502,6.470,-16.479
-0.415,-0.148,0.995,1.770,3.052,-15.442
-0.424,-0.160,0.964,0.122,0.122,-14.954
-0.424,-0.191,0.945,-0.305,-1.465,-14.526
-0.420,-0.176,0.915,-0.793,-2.197,-15.503
-0.462,-0.056,0.884,-5.310,-4.150,-16.968
-0.478,-0.009,0.841,-6.226,-5.737,-15.320
-0.492,-0.040,0.821,-5.066,-4.822,-11.475
-0.490,-0.070,0.835,-5.981,-2.869,-8.057
-0.489,-0.108,0.853,-4.883,-0.671,-6.165
-0.475,-0.146,0.903,-2.686,2.930,-4.578
-0.465,-0.152,0.974,-1.038,6.470,-4.150
-0.444,-0.150,1.043,1.709,9.155,-4.211
-0.425,-0.149,1.094,3.235,10.193,-4.028
-0.419,-0.129,1.106,3.662,9.399,-3.906
-0.412,-0.116,1.062,3.601,7.629,-3.601
-0.433,-0.085,0.990,4.395,6.348,-3.296
-0.411,-0.146,0.932,4.822,7.751,-1.404
-0.371,-0.226,0.935,3.357,11.963,0.366
-0.326,-0.326,0.997,2.808,18.127,0.488
-0.286,-0.396,1.095,3.357,23.376,-1.953
-0.252,-0.434,1.177,4.028,26.001,-6.714
-0.224,-0.398,1.273,1.221,26.917,-12.146
-0.210,-0.322,1.339,-3.662,25.696,-16.846
-0.194,-0.230,1.351,-4.089,21.301,-20.813
-0.193,-0.131,1.327,-3.052,15.198,-23.132
-0.218,-0.052,1.274,-2.136,8.118,-23.560
-0.246,0.004,1.194,-1.038,1.038,-22.095
-0.273,0.045,1.103,0.488,-4.272,-19.653
-0.295,0.068,1.005,2.014,-9.033,-16.296
-0.315,0.093,0.912,3.540,-12.512,-12.634
-0.327,0.103,0.851,6.165,-12.756,-8.057
-0.317,0.061,0.828,9.338,-10.681,-3.601
-0.289,-0.007,0.826,11.230,-8.118,0.305
-0.253,-0.082,0.842,12.756,-5.920,2.991
-0.231,-0.162,0.875,13.977,-4.395,4.150
-0.193,-0.241,0.963,15.198,-3.906,3.357
-0.205,-0.306,0.912,14.526,-5.676,0.916
-0.198,-0.320,0.889,12.390,-7.385,-2.563
-0.211,-0.297,0.867,9.888,-8.240,-7.324
-0.228,-0.256,0.837,6.775,-8.789,-12.512
-0.235,-0.207,0.826,4.272,-8.118,-16.785
-0.253,-0.133,0.826,2.563,-6.531,-20.447
-0.261,-0.078,0.837,1.831,-4.395,-23.437
-0.267,-0.049,0.842,0.366,-2.319,-24.658
-0.279,0.016,0.858,-1.892,-0.488,-26.001
-0.294,0.059,0.874,-2.380,1.648,-26.367
-0.300,0.098,0.888,-2.380,3.845,-25.940
-0.323,0.158,0.904,-2.319,5.676,-25.452
-0.333,0.212,0.925,-1.343,7.141,-23.926
-0.344,0.227,0.948,0.671,8.545,-21.057
-0.341,0.191,0.974,2.136,9.705,-17.639
-0.340,0.133,0.991,3.174,9.705,-14.404
-0.336,0.091,0.997,2.930,9.155,-12.451
-0.340,0.093,1.001,3.113,8.118,-11.780
-0.349,0.089,1.000,4.517,6.958,-11.047
-0.358,0.065,0.984,6.348,5.493,-9.888
-0.367,0.033,0.967,7.935,4.089,-8.728
-0.364,0.001,0.951,8.789,2.991,-7.690
-0.364,-0.025,0.943,9.338,2.319,-7.202
-0.364,-0.052,0.938,10.498,1.831,-7.202
-0.353,-0.067,0.937,11.597,1.526,-7.446
-0.343,-0.062,0.941,11.780,1.099,-7.812
-0.344,-0.047,0.939,11.780,0.305,-8.118
-0.343,-0.059,0.927,12.512,-0.305,-7.446
-0.334,-0.099,0.916,13.123,-0.671,-6.653
-0.324,-0.132,0.926,12.573,-0.061,-6.104
-0.303,-0.154,0.956,11.475,0.671,-6.592
-0.286,-0.153,0.991,10.681,1.160,-7.690
-0.277,-0.129,1.013,10.071,0.549,-8.911
-0.280,-0.109,1.007,8.606,-1.343,-9.827
-0.289,-0.098,0.973,7.019,-2.991,-10.071
-0.307,-0.087,0.919,5.798,-4.578,-10.254
-0.324,-0.071,0.863,5.005,-5.493,-10.620
-0.341,-0.057,0.817,5.005,-5.127,-11.292
-0.359,-0.039,0.786,5.371,-3.662,-12.024
-0.368,-0.013,0.772,5.676,-1.831,-12.390
-0.374,0.022,0.771,5.920,0.305,-12.268
-0.380,0.048,0.776,6.165,2.930,-11.597
-0.381,0.051,0.794,6.958,5.493,-10.193
-0.378,0.043,0.826,7.996,7.874,-8.667
-0.370,0.024,0.865,8.789,9.888,-7.446
-0.368,0.007,0.901,9.705,11.169,-6.714
-0.371,-0.006,0.926,10.498,11.230,-6.409
-0.372,-0.016,0.932,10.925,10.620,-6.226
-0.380,-0.006,0.927,10.742,9.583,-6.531
-0.393,0.012,0.920,10.437,8.423,-6.287
-0.402,0.018,0.907,10.681,7.690,-5.615
-0.412,0.005,0.892,10.986,7.202,-4.822
-0.416,-0.032,0.869,10.742,7.019,-3.967
-0.422,-0.030,0.880,11.169,7.690,-3.967
-0.449,0.004,0.858,13.733,8.301,-4.883
-0.438,-0.008,0.880,10.315,8.423,-3.662
-0.445,0.010,0.879,8.301,8.789,-2.563
-0.438,0.003,0.894,9.033,8.850,-1.648
-0.431,-0.019,0.915,9.277,10.010,-0.488
-0.434,-0.034,0.932,8.850,9.766,-0.061
-0.430,-0.062,0.938,9.094,8.789,0.183
-0.430,-0.078,0.943,8.911,7.935,0.000
-0.429,-0.073,0.936,8.667,6.714,-0.427
-0.437,-0.065,0.914,8.484,5.493,-0.732
-0.447,-0.065,0.892,8.240,4.578,-0.854
-0.449,-0.067,0.883,8.179,4.517,-0.916
-0.449,-0.067,0.890,8.118,5.127,-1.099
-0.447,-0.072,0.896,7.935,5.371,-1.160
-0.450,-0.060,0.898,7.507,5.371,-1.282
-0.448,-0.037,0.906,7.141,5.371,-1.404
-0.446,-0.024,0.918,7.324,5.493,-1.099
-0.448,-0.036,0.945,7.568,5.737,-0.366
-0.444,-0.070,0.973,7.996,5.615,0.305
-0.437,-0.092,0.991,7.751,4.456,0.427
-0.444,-0.088,0.988,7.141,2.686,-0.061
-0.460,-0.079,0.963,7.141,0.183,-0.549
-0.469,-0.069,0.933,7.324,-1.465,-0.854
-0.477,-0.061,0.920,7.446,-2.014,-0.610
-0.480,-0.061,0.918,7.629,-2.136,-0.061
-0.477,-0.072,0.931,8.057,-2.014,0.305
-0.480,-0.090,0.942,8.179,-2.075,0.610
-0.486,-0.124,0.944,8.057,-2.441,0.488
-0.462,-0.078,0.915,7.385,-2.869,-0.549
-0.526,-0.003,0.908,4.700,-4.883,-1.343
-0.501,-0.037,0.882,5.249,-5.005,0.183
-0.521,-0.063,0.906,6.042,-3.662,1.892
-0.528,-0.069,0.940,6.348,-2.747,2.258
-0.522,-0.085,0.979,9.888,-2.014,2.380
-0.518,-0.082,1.004,13.245,-1.099,2.014
-0.513,-0.084,0.998,14.771,-0.977,2.014
-0.509,-0.076,0.954,16.418,-1.160,1.892
-0.496,-0.063,0.889,16.418,0.122,2.197
-0.474,-0.025,0.856,14.038,3.418,3.540
-0.416,-0.020,0.888,12.817,9.827,5.859
-0.349,-0.053,0.981,12.207,17.395,8.606
-0.292,-0.087,1.094,10.254,23.071,10.315
-0.248,-0.169,1.212,9.949,26.794,11.414
